Catalog#,Artist,Title,Label,Format,Rating,Released,release_id,CD,Track Number,Track Title
LIBTCD008,Dreem Teem,In Session,4 Liberty Records Ltd,"2xCD, Mixed",,2001,346545,2,6,We Can Get Down (Groove Chronicles)
LIBTCD008,Dreem Teem,In Session,4 Liberty Records Ltd,"2xCD, Mixed",,2001,346545,2,7,It's My House
LIBTCD008,Dreem Teem,In Session,4 Liberty Records Ltd,"2xCD, Mixed",,2001,346545,2,8,Promise Of
LIBTCD008,Dreem Teem,In Session,4 Liberty Records Ltd,"2xCD, Mixed",,2001,346545,2,9,Style
LIBTCD008,Dreem Teem,In Session,4 Liberty Records Ltd,"2xCD, Mixed",,2001,346545,2,10,City Dubs
LIBTCD008,Dreem Teem,In Session,4 Liberty Records Ltd,"2xCD, Mixed",,2001,346545,2,11,Over U
LIBTCD008,Dreem Teem,In Session,4 Liberty Records Ltd,"2xCD, Mixed",,2001,346545,2,12,Kaotic Madness
LIBTCD008,Dreem Teem,In Session,4 Liberty Records Ltd,"2xCD, Mixed",,2001,346545,2,13,Flav (The Flirt E.P.)
LIBTCD008,Dreem Teem,In Session,4 Liberty Records Ltd,"2xCD, Mixed",,2001,346545,2,14,Spirit Of The Sun (Steve Gurley Remix)
LIBTCD008,Dreem Teem,In Session,4 Liberty Records Ltd,"2xCD, Mixed",,2001,346545,2,15,Friendly Pressure (Sunship Into The Sunshine Mix)
LIBTCD008,Dreem Teem,In Session,4 Liberty Records Ltd,"2xCD, Mixed",,2001,346545,2,16,Together
LIBTCD008,Dreem Teem,In Session,4 Liberty Records Ltd,"2xCD, Mixed",,2001,346545,2,17,The Message
LIBTCD008,Dreem Teem,In Session,4 Liberty Records Ltd,"2xCD, Mixed",,2001,346545,2,18,Waiting
LIBTCD008,Dreem Teem,In Session,4 Liberty Records Ltd,"2xCD, Mixed",,2001,346545,2,19,Boundaries
LIBTCD008,Dreem Teem,In Session,4 Liberty Records Ltd,"2xCD, Mixed",,2001,346545,2,20,Spin Spin Sugar (Armand's Dark Garage Mix)
C4M00042,Various,Flava,4 Music,"2xCD, Comp",,2000,29668930,1,1,Love Bug (Original Bump Mix)
C4M00042,Various,Flava,4 Music,"2xCD, Comp",,2000,29668930,1,2,The Finest (True Vocal Mix)
C4M00042,Various,Flava,4 Music,"2xCD, Comp",,2000,29668930,1,3,Just Gets Better (TJR Dub)
C4M00042,Various,Flava,4 Music,"2xCD, Comp",,2000,29668930,1,4,Joyrider (You're Playing With Fire)
C4M00042,Various,Flava,4 Music,"2xCD, Comp",,2000,29668930,1,5,Love Shy (Tuff Jam Classic Vocal Mix)
C4M00042,Various,Flava,4 Music,"2xCD, Comp",,2000,29668930,1,6,Poison
C4M00042,Various,Flava,4 Music,"2xCD, Comp",,2000,29668930,1,7,You Should Have Known (4x4 Radio Mix)
C4M00042,Various,Flava,4 Music,"2xCD, Comp",,2000,29668930,1,8,Neighbourhood
C4M00042,Various,Flava,4 Music,"2xCD, Comp",,2000,29668930,1,9,Masterblaster (Oracle Mix)
C4M00042,Various,Flava,4 Music,"2xCD, Comp",,2000,29668930,1,10,Forgive Me (Artful Dodger Mix)
C4M00042,Various,Flava,4 Music,"2xCD, Comp",,2000,29668930,1,11,My Forbidden Lover (2 Step Radio Mix)
C4M00042,Various,Flava,4 Music,"2xCD, Comp",,2000,29668930,1,12,I Will Always Be Your Friend (Wideboys Vocal Mix)
C4M00042,Various,Flava,4 Music,"2xCD, Comp",,2000,29668930,1,13,Stop Playing With My Mind (Artful Dodger Vocal)
C4M00042,Various,Flava,4 Music,"2xCD, Comp",,2000,29668930,1,14,Movin Too Fast (Radio Edit)
C4M00042,Various,Flava,4 Music,"2xCD, Comp",,2000,29668930,1,15,Flava
C4M00042,Various,Flava,4 Music,"2xCD, Comp",,2000,29668930,1,16,Cheque One-Two (Rockers Club)
C4M00042,Various,Flava,4 Music,"2xCD, Comp",,2000,29668930,1,17,Angel
C4M00042,Various,Flava,4 Music,"2xCD, Comp",,2000,29668930,1,18,Funk On Ah Roll (Bump & Flex Mix)
C4M00042,Various,Flava,4 Music,"2xCD, Comp",,2000,29668930,1,19,Buddy X '99 (Original Dreem Team Dub Mix)
C4M00042,Various,Flava,4 Music,"2xCD, Comp",,2000,29668930,1,20,Sweet Honey
C4M00042,Various,Flava,4 Music,"2xCD, Comp",,2000,29668930,2,1,Got To Get It (Radio Edit)
C4M00042,Various,Flava,4 Music,"2xCD, Comp",,2000,29668930,2,2,Caught Out There (UK Radio Edit)
C4M00042,Various,Flava,4 Music,"2xCD, Comp",,2000,29668930,2,3,Bug A Boo
C4M00042,Various,Flava,4 Music,"2xCD, Comp",,2000,29668930,2,4,No Diggity
C4M00042,Various,Flava,4 Music,"2xCD, Comp",,2000,29668930,2,5,Heads High
C4M00042,Various,Flava,4 Music,"2xCD, Comp",,2000,29668930,2,6,Only The Loot Can Make Me Happy
C4M00042,Various,Flava,4 Music,"2xCD, Comp",,2000,29668930,2,7,Money (Radio Edit)
C4M00042,Various,Flava,4 Music,"2xCD, Comp",,2000,29668930,2,8,Runnin'
C4M00042,Various,Flava,4 Music,"2xCD, Comp",,2000,29668930,2,9,Juggle Tings Proper
C4M00042,Various,Flava,4 Music,"2xCD, Comp",,2000,29668930,2,10,Slice Of Da Pie
C4M00042,Various,Flava,4 Music,"2xCD, Comp",,2000,29668930,2,11,Made It Back (Album Version)
C4M00042,Various,Flava,4 Music,"2xCD, Comp",,2000,29668930,2,12,Love Of A Lifetime (Ignorants Remix)
C4M00042,Various,Flava,4 Music,"2xCD, Comp",,2000,29668930,2,13,You Don't Know (Radio Edit)
C4M00042,Various,Flava,4 Music,"2xCD, Comp",,2000,29668930,2,14,Brown Sugar (Dollar Bag Mix)
C4M00042,Various,Flava,4 Music,"2xCD, Comp",,2000,29668930,2,15,Sexy Cinderella (Album Version)
C4M00042,Various,Flava,4 Music,"2xCD, Comp",,2000,29668930,2,16,Be Careful
C4M00042,Various,Flava,4 Music,"2xCD, Comp",,2000,29668930,2,17,Don't Wanna Be A Player
C4M00042,Various,Flava,4 Music,"2xCD, Comp",,2000,29668930,2,18,My Love
C4M00042,Various,Flava,4 Music,"2xCD, Comp",,2000,29668930,2,19,So Good
C4M00042,Various,Flava,4 Music,"2xCD, Comp",,2000,29668930,2,20,Step Into A World (Rapture's Delight)
"BRCD 317, 854 263-2",Freak Power,"Turn On, Tune In, Cop Out","4th & Broadway, 4th & Broadway","CD, Single",,1995,64059,,1,"Turn On, Tune In, Cop Out (Radio Mix)"
"BRCD 317, 854 263-2",Freak Power,"Turn On, Tune In, Cop Out","4th & Broadway, 4th & Broadway","CD, Single",,1995,64059,,2,"Turn On, Tune In, Cop Out (T-empo's Club Mix)"
"BRCD 317, 854 263-2",Freak Power,"Turn On, Tune In, Cop Out","4th & Broadway, 4th & Broadway","CD, Single",,1995,64059,,3,"Turn On, Tune In, Cop Out (Playboys Reloaded Dub)"
"BRCD 317, 854 263-2",Freak Power,"Turn On, Tune In, Cop Out","4th & Broadway, 4th & Broadway","CD, Single",,1995,64059,,4,"Turn On, Tune In, Cop Out (T-empo's Piano Dub)"
"BRCD 317, 854 263-2",Freak Power,"Turn On, Tune In, Cop Out","4th & Broadway, 4th & Broadway","CD, Single",,1995,64059,,5,"Turn On, Tune In, Cop Out (Pizzaman Mix)"
489589 2,Ginuwine,Ginuwine... The Bachelor,550 Music,"2xCD, Album, Ltd",,1998,3971828,1,1,Intro
489589 2,Ginuwine,Ginuwine... The Bachelor,550 Music,"2xCD, Album, Ltd",,1998,3971828,1,2,Pony (Album Version) + Interlude
489589 2,Ginuwine,Ginuwine... The Bachelor,550 Music,"2xCD, Album, Ltd",,1998,3971828,1,3,Tell Me Do U Wanna + Interlude
489589 2,Ginuwine,Ginuwine... The Bachelor,550 Music,"2xCD, Album, Ltd",,1998,3971828,1,4,Holler + Interlude
489589 2,Ginuwine,Ginuwine... The Bachelor,550 Music,"2xCD, Album, Ltd",,1998,3971828,1,5,Hello
489589 2,Ginuwine,Ginuwine... The Bachelor,550 Music,"2xCD, Album, Ltd",,1998,3971828,1,6,Lonely Daze
489589 2,Ginuwine,Ginuwine... The Bachelor,550 Music,"2xCD, Album, Ltd",,1998,3971828,1,7,Ginuwine 4 Ur Mind + Interlude
489589 2,Ginuwine,Ginuwine... The Bachelor,550 Music,"2xCD, Album, Ltd",,1998,3971828,1,8,Only When Ur Lonely + Interlude
489589 2,Ginuwine,Ginuwine... The Bachelor,550 Music,"2xCD, Album, Ltd",,1998,3971828,1,9,I'll Do Anything / I'm Sorry
489589 2,Ginuwine,Ginuwine... The Bachelor,550 Music,"2xCD, Album, Ltd",,1998,3971828,1,10,World Is So Cold + Interlude
489589 2,Ginuwine,Ginuwine... The Bachelor,550 Music,"2xCD, Album, Ltd",,1998,3971828,1,11,When Doves Cry + Interlude
489589 2,Ginuwine,Ginuwine... The Bachelor,550 Music,"2xCD, Album, Ltd",,1998,3971828,1,12,G. Thang + Interlude
489589 2,Ginuwine,Ginuwine... The Bachelor,550 Music,"2xCD, Album, Ltd",,1998,3971828,1,13,550 What ? + Interlude
489589 2,Ginuwine,Ginuwine... The Bachelor,550 Music,"2xCD, Album, Ltd",,1998,3971828,2,1,Pony (Ride It Mix)
489589 2,Ginuwine,Ginuwine... The Bachelor,550 Music,"2xCD, Album, Ltd",,1998,3971828,2,2,Tell Me Do U Wanna (Paleface Remix)
489589 2,Ginuwine,Ginuwine... The Bachelor,550 Music,"2xCD, Album, Ltd",,1998,3971828,2,3,When Doves Cry (Brooklyn Funk Main Club Mix)
489589 2,Ginuwine,Ginuwine... The Bachelor,550 Music,"2xCD, Album, Ltd",,1998,3971828,2,4,I'll Do Anything/I'm Sorry (G-One Mix)
489589 2,Ginuwine,Ginuwine... The Bachelor,550 Music,"2xCD, Album, Ltd",,1998,3971828,2,5,Holler (Full Crew Phat Mix)
489589 2,Ginuwine,Ginuwine... The Bachelor,550 Music,"2xCD, Album, Ltd",,1998,3971828,2,6,Only When Ur Lonely (Timbaland Remix)
662715 2,3T,Anything,"550 Music, MJJ Music, Epic","CD, Single",,1996,4620556,,1,Anything (Single Edit With Acapella Intro)
662715 2,3T,Anything,"550 Music, MJJ Music, Epic","CD, Single",,1996,4620556,,2,Anything (Cool Out Urban Mix)
662715 2,3T,Anything,"550 Music, MJJ Music, Epic","CD, Single",,1996,4620556,,3,Anything (2B3 Street Level Mix)
662715 2,3T,Anything,"550 Music, MJJ Music, Epic","CD, Single",,1996,4620556,,4,Anything (2B3 Instrumental Mix)
662715 2,3T,Anything,"550 Music, MJJ Music, Epic","CD, Single",,1996,4620556,,5,Anything (Misty Funk Mix)
662715 2,3T,Anything,"550 Music, MJJ Music, Epic","CD, Single",,1996,4620556,,6,Anything (Cory's R&B Smooth Mix)
"0602498606926, 9860692",Black Eyed Peas,Elephunk,"A&M Records, Will.I.Am","CD, Album, S/Edition",,2003,11022510,,1,Hands Up
"0602498606926, 9860692",Black Eyed Peas,Elephunk,"A&M Records, Will.I.Am","CD, Album, S/Edition",,2003,11022510,,2,Labor Day (It's A Holiday)
"0602498606926, 9860692",Black Eyed Peas,Elephunk,"A&M Records, Will.I.Am","CD, Album, S/Edition",,2003,11022510,,3,Let's Get Retarded
"0602498606926, 9860692",Black Eyed Peas,Elephunk,"A&M Records, Will.I.Am","CD, Album, S/Edition",,2003,11022510,,4,Hey Mama
"0602498606926, 9860692",Black Eyed Peas,Elephunk,"A&M Records, Will.I.Am","CD, Album, S/Edition",,2003,11022510,,5,Shut Up
"0602498606926, 9860692",Black Eyed Peas,Elephunk,"A&M Records, Will.I.Am","CD, Album, S/Edition",,2003,11022510,,6,Smells Like Funk
"0602498606926, 9860692",Black Eyed Peas,Elephunk,"A&M Records, Will.I.Am","CD, Album, S/Edition",,2003,11022510,,7,Latin Girls
"0602498606926, 9860692",Black Eyed Peas,Elephunk,"A&M Records, Will.I.Am","CD, Album, S/Edition",,2003,11022510,,8,Sexy
"0602498606926, 9860692",Black Eyed Peas,Elephunk,"A&M Records, Will.I.Am","CD, Album, S/Edition",,2003,11022510,,9,Fly Away
"0602498606926, 9860692",Black Eyed Peas,Elephunk,"A&M Records, Will.I.Am","CD, Album, S/Edition",,2003,11022510,,10,The Boogie That Be
"0602498606926, 9860692",Black Eyed Peas,Elephunk,"A&M Records, Will.I.Am","CD, Album, S/Edition",,2003,11022510,,11,The Apl Song
"0602498606926, 9860692",Black Eyed Peas,Elephunk,"A&M Records, Will.I.Am","CD, Album, S/Edition",,2003,11022510,,12,Anxiety
"0602498606926, 9860692",Black Eyed Peas,Elephunk,"A&M Records, Will.I.Am","CD, Album, S/Edition",,2003,11022510,,13,Where Is The Love
"0602498606926, 9860692",Black Eyed Peas,Elephunk,"A&M Records, Will.I.Am","CD, Album, S/Edition",,2003,11022510,,14,Third Eye
"0602498606926, 9860692",Black Eyed Peas,Elephunk,"A&M Records, Will.I.Am","CD, Album, S/Edition",,2003,11022510,,,UK Bonus Tracks
"0602498606926, 9860692",Black Eyed Peas,Elephunk,"A&M Records, Will.I.Am","CD, Album, S/Edition",,2003,11022510,,15,Rock My Shit
"0602498606926, 9860692",Black Eyed Peas,Elephunk,"A&M Records, Will.I.Am","CD, Album, S/Edition",,2003,11022510,,16,What's Goin Down
490-629-2,Eminem,The Marshall Mathers LP,Aftermath Entertainment,"CD, Album, Ltd",,2000,9885806,,1,Public Service Announcement 2000
490-629-2,Eminem,The Marshall Mathers LP,Aftermath Entertainment,"CD, Album, Ltd",,2000,9885806,,2,Kill You
490-629-2,Eminem,The Marshall Mathers LP,Aftermath Entertainment,"CD, Album, Ltd",,2000,9885806,,3,Stan
490-629-2,Eminem,The Marshall Mathers LP,Aftermath Entertainment,"CD, Album, Ltd",,2000,9885806,,4,Paul (Skit)
490-629-2,Eminem,The Marshall Mathers LP,Aftermath Entertainment,"CD, Album, Ltd",,2000,9885806,,5,Who Knew
490-629-2,Eminem,The Marshall Mathers LP,Aftermath Entertainment,"CD, Album, Ltd",,2000,9885806,,6,Steve Berman
490-629-2,Eminem,The Marshall Mathers LP,Aftermath Entertainment,"CD, Album, Ltd",,2000,9885806,,7,The Way I Am
490-629-2,Eminem,The Marshall Mathers LP,Aftermath Entertainment,"CD, Album, Ltd",,2000,9885806,,8,The Real Slim Shady
490-629-2,Eminem,The Marshall Mathers LP,Aftermath Entertainment,"CD, Album, Ltd",,2000,9885806,,9,Remember Me
490-629-2,Eminem,The Marshall Mathers LP,Aftermath Entertainment,"CD, Album, Ltd",,2000,9885806,,10,I'm Back
490-629-2,Eminem,The Marshall Mathers LP,Aftermath Entertainment,"CD, Album, Ltd",,2000,9885806,,11,Marshall Mathers
490-629-2,Eminem,The Marshall Mathers LP,Aftermath Entertainment,"CD, Album, Ltd",,2000,9885806,,12,Ken Kanif (Skit)
490-629-2,Eminem,The Marshall Mathers LP,Aftermath Entertainment,"CD, Album, Ltd",,2000,9885806,,13,Drug Ballad
490-629-2,Eminem,The Marshall Mathers LP,Aftermath Entertainment,"CD, Album, Ltd",,2000,9885806,,14,Amityville
490-629-2,Eminem,The Marshall Mathers LP,Aftermath Entertainment,"CD, Album, Ltd",,2000,9885806,,15,Bitch Please II
490-629-2,Eminem,The Marshall Mathers LP,Aftermath Entertainment,"CD, Album, Ltd",,2000,9885806,,16,Kim
490-629-2,Eminem,The Marshall Mathers LP,Aftermath Entertainment,"CD, Album, Ltd",,2000,9885806,,17,Under The Influence
490-629-2,Eminem,The Marshall Mathers LP,Aftermath Entertainment,"CD, Album, Ltd",,2000,9885806,,18,Criminal
490-629-2,Eminem,The Marshall Mathers LP,Aftermath Entertainment,"CD, Album, Ltd",,2000,9885806,,19,Guilty Conscience
490-629-2,Eminem,The Marshall Mathers LP,Aftermath Entertainment,"CD, Album, Ltd",,2000,9885806,,20,Role Model
490 489-2,Dr. Dre,2001 (Censored Version),"Aftermath Entertainment, Interscope Records","CD, Album, Cen",,1999,3527529,,1,Lolo (Intro)
490 489-2,Dr. Dre,2001 (Censored Version),"Aftermath Entertainment, Interscope Records","CD, Album, Cen",,1999,3527529,,2,The Watcher
490 489-2,Dr. Dre,2001 (Censored Version),"Aftermath Entertainment, Interscope Records","CD, Album, Cen",,1999,3527529,,3,**** You
490 489-2,Dr. Dre,2001 (Censored Version),"Aftermath Entertainment, Interscope Records","CD, Album, Cen",,1999,3527529,,4,Still D.R.E.
490 489-2,Dr. Dre,2001 (Censored Version),"Aftermath Entertainment, Interscope Records","CD, Album, Cen",,1999,3527529,,5,Big Ego's
490 489-2,Dr. Dre,2001 (Censored Version),"Aftermath Entertainment, Interscope Records","CD, Album, Cen",,1999,3527529,,6,Xxplosive
490 489-2,Dr. Dre,2001 (Censored Version),"Aftermath Entertainment, Interscope Records","CD, Album, Cen",,1999,3527529,,7,What's The Difference
490 489-2,Dr. Dre,2001 (Censored Version),"Aftermath Entertainment, Interscope Records","CD, Album, Cen",,1999,3527529,,8,Bar One
490 489-2,Dr. Dre,2001 (Censored Version),"Aftermath Entertainment, Interscope Records","CD, Album, Cen",,1999,3527529,,9,Light Speed
490 489-2,Dr. Dre,2001 (Censored Version),"Aftermath Entertainment, Interscope Records","CD, Album, Cen",,1999,3527529,,10,Forgot About Dre
490 489-2,Dr. Dre,2001 (Censored Version),"Aftermath Entertainment, Interscope Records","CD, Album, Cen",,1999,3527529,,11,The Next Episode
490 489-2,Dr. Dre,2001 (Censored Version),"Aftermath Entertainment, Interscope Records","CD, Album, Cen",,1999,3527529,,12,Let's Get H***
490 489-2,Dr. Dre,2001 (Censored Version),"Aftermath Entertainment, Interscope Records","CD, Album, Cen",,1999,3527529,,13,***** ******
490 489-2,Dr. Dre,2001 (Censored Version),"Aftermath Entertainment, Interscope Records","CD, Album, Cen",,1999,3527529,,14,The Car Bomb
490 489-2,Dr. Dre,2001 (Censored Version),"Aftermath Entertainment, Interscope Records","CD, Album, Cen",,1999,3527529,,15,Murder Ink
490 489-2,Dr. Dre,2001 (Censored Version),"Aftermath Entertainment, Interscope Records","CD, Album, Cen",,1999,3527529,,16,Ed-ucation
490 489-2,Dr. Dre,2001 (Censored Version),"Aftermath Entertainment, Interscope Records","CD, Album, Cen",,1999,3527529,,17,Some L.A. ****
490 489-2,Dr. Dre,2001 (Censored Version),"Aftermath Entertainment, Interscope Records","CD, Album, Cen",,1999,3527529,,18,Pause 4 *****
490 489-2,Dr. Dre,2001 (Censored Version),"Aftermath Entertainment, Interscope Records","CD, Album, Cen",,1999,3527529,,19,Housewife
490 489-2,Dr. Dre,2001 (Censored Version),"Aftermath Entertainment, Interscope Records","CD, Album, Cen",,1999,3527529,,20,Ackrite
490 489-2,Dr. Dre,2001 (Censored Version),"Aftermath Entertainment, Interscope Records","CD, Album, Cen",,1999,3527529,,21,Bang Bang
490 489-2,Dr. Dre,2001 (Censored Version),"Aftermath Entertainment, Interscope Records","CD, Album, Cen",,1999,3527529,,22,The Message
497274-2,Dr. Dre Featuring Snoop Dogg,Still D.R.E.,"Aftermath Entertainment, Interscope Records","CD, Single, Enh",,2000,1288524,,1,Still D.R.E. (LP Version)
497274-2,Dr. Dre Featuring Snoop Dogg,Still D.R.E.,"Aftermath Entertainment, Interscope Records","CD, Single, Enh",,2000,1288524,,2,The Next Episode
497274-2,Dr. Dre Featuring Snoop Dogg,Still D.R.E.,"Aftermath Entertainment, Interscope Records","CD, Single, Enh",,2000,1288524,,3,Still D.R.E. (Instrumental Version)
497274-2,Dr. Dre Featuring Snoop Dogg,Still D.R.E.,"Aftermath Entertainment, Interscope Records","CD, Single, Enh",,2000,1288524,,,Still D.R.E.
IND 95638,Eminem,My Name Is,"Aftermath Entertainment, Interscope Records","CD, Single",,1999,309614,,1,My Name Is (Clean Version)
IND 95638,Eminem,My Name Is,"Aftermath Entertainment, Interscope Records","CD, Single",,1999,309614,,2,My Name Is (Explicit Version)
IND 95638,Eminem,My Name Is,"Aftermath Entertainment, Interscope Records","CD, Single",,1999,309614,,3,My Name Is (Instrumental)
493 290-2,Eminem,The Eminem Show,"Aftermath Entertainment, Interscope Records, Shady Records, Web Entertainment","CD, Album, RP",,0,5483747,,1,Curtains Up (Skit)
493 290-2,Eminem,The Eminem Show,"Aftermath Entertainment, Interscope Records, Shady Records, Web Entertainment","CD, Album, RP",,0,5483747,,2,White America
493 290-2,Eminem,The Eminem Show,"Aftermath Entertainment, Interscope Records, Shady Records, Web Entertainment","CD, Album, RP",,0,5483747,,3,Business
493 290-2,Eminem,The Eminem Show,"Aftermath Entertainment, Interscope Records, Shady Records, Web Entertainment","CD, Album, RP",,0,5483747,,4,Cleanin Out My Closet
493 290-2,Eminem,The Eminem Show,"Aftermath Entertainment, Interscope Records, Shady Records, Web Entertainment","CD, Album, RP",,0,5483747,,5,Square Dance
493 290-2,Eminem,The Eminem Show,"Aftermath Entertainment, Interscope Records, Shady Records, Web Entertainment","CD, Album, RP",,0,5483747,,6,The Kiss (Skit)
493 290-2,Eminem,The Eminem Show,"Aftermath Entertainment, Interscope Records, Shady Records, Web Entertainment","CD, Album, RP",,0,5483747,,7,Soldier
493 290-2,Eminem,The Eminem Show,"Aftermath Entertainment, Interscope Records, Shady Records, Web Entertainment","CD, Album, RP",,0,5483747,,8,Say Goodbye Hollywood
493 290-2,Eminem,The Eminem Show,"Aftermath Entertainment, Interscope Records, Shady Records, Web Entertainment","CD, Album, RP",,0,5483747,,9,Drips
493 290-2,Eminem,The Eminem Show,"Aftermath Entertainment, Interscope Records, Shady Records, Web Entertainment","CD, Album, RP",,0,5483747,,10,Without Me
493 290-2,Eminem,The Eminem Show,"Aftermath Entertainment, Interscope Records, Shady Records, Web Entertainment","CD, Album, RP",,0,5483747,,11,Paul Rosenberg (Skit)
493 290-2,Eminem,The Eminem Show,"Aftermath Entertainment, Interscope Records, Shady Records, Web Entertainment","CD, Album, RP",,0,5483747,,12,Sing For The Moment
493 290-2,Eminem,The Eminem Show,"Aftermath Entertainment, Interscope Records, Shady Records, Web Entertainment","CD, Album, RP",,0,5483747,,13,Superman
493 290-2,Eminem,The Eminem Show,"Aftermath Entertainment, Interscope Records, Shady Records, Web Entertainment","CD, Album, RP",,0,5483747,,14,Hailie's Song
493 290-2,Eminem,The Eminem Show,"Aftermath Entertainment, Interscope Records, Shady Records, Web Entertainment","CD, Album, RP",,0,5483747,,15,Steve Berman (Skit)
493 290-2,Eminem,The Eminem Show,"Aftermath Entertainment, Interscope Records, Shady Records, Web Entertainment","CD, Album, RP",,0,5483747,,16,When The Music Stops
493 290-2,Eminem,The Eminem Show,"Aftermath Entertainment, Interscope Records, Shady Records, Web Entertainment","CD, Album, RP",,0,5483747,,17,Say What You Say
493 290-2,Eminem,The Eminem Show,"Aftermath Entertainment, Interscope Records, Shady Records, Web Entertainment","CD, Album, RP",,0,5483747,,18,'Till I Collapse
493 290-2,Eminem,The Eminem Show,"Aftermath Entertainment, Interscope Records, Shady Records, Web Entertainment","CD, Album, RP",,0,5483747,,19,My Dad's Gone Crazy
493 290-2,Eminem,The Eminem Show,"Aftermath Entertainment, Interscope Records, Shady Records, Web Entertainment","CD, Album, RP",,0,5483747,,20,Curtains Close (Skit)
